,sentiments,user,tweet,hashtag,player
10108,NEGATIVE,Maddie_Jones515,(I don’t like Alyssa… 🫢) #TheCircle,['TheCircle'],{'playerf'}
10109,NEGATIVE,samxnthamck,if i was rachel and the spice girls didn’t come to see me… i would cry. #TheCircle,['TheCircle'],{'playereight'}
10110,NEGATIVE,LunarSnow1,Then she (Yu Ling) gonna say “I should’ve trusted my instincts”….&amp; Crissa said “don’t let anybody else tell you what to do”. RIGHT BECAUSE SHE LET ALYSSA WALK ALL OVER HER??? #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']","{'playerf', 'playerthr'}"
10111,NEGATIVE,itsbaejahjanae,I’m about to stop watching #TheCircle because I’m honestly tired of everything being about strategy &amp; not about who you actually like. &amp; I’m really tired of the Black women  always being viewed as “strategic” and as a “threat” when they’re being nothing but genuine 😪,['TheCircle'],set()
10112,POSITIVE,jay_TheeNurse,#TeamFrank and #TeamYuLing on #TheCircle,"['TeamFrank', 'TeamYuLing', 'TheCircle']",set()
10113,NEGATIVE,whatrwerds,"1 Alyssa
2 Mel B. and Emma (as Jared)
3 Bru
4 Iversen
5 Frank
6 Yu Ling
7 Trevor (as Imani)
8 John (as Carol)
9 Crissa 
10 Rachel 
11 Alex (as Nathan)
12 Parker (as Paul)

This season is 🔥. #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']","{'playerf', 'playereight', 'playerthr', 'playerfour', 'playertwo', 'playeron', 'playerten', 'playersix'}"
10114,POSITIVE,mylifeisaplague,Vulva pillow??? #TheCircle it's official so far I don't hate anyone on #TheCircle let's hope it stays that way,"['TheCircle', 'TheCircle']",set()
10115,NEGATIVE,whos_Nola_Rich,Thats how u clear a bitch 😭😭😭 #thecircle,['thecircle'],set()
10116,NEGATIVE,mylifeisaplague,Wait an Italian from New Jersey??? The cast of #TheCircle #thecircleseason4 is LIT this year,"['TheCircle', 'thecircleseason4']",set()
10117,NEGATIVE,Ronnie21534313,"@scariebradshaw Now see, I thought it was just me seeing things but she kept saying that Crissa was a threat when she barely said 2 words to her and still convinced Yu Ling to block her pissed me the fuck off! #TheCircle https://t.co/1jgHp6vSK9",['TheCircle'],"{'playertwo', 'playerthr'}"
10118,POSITIVE,mylifeisaplague,she has my personality and I've always wondered how I would do on #TheCircle,['TheCircle'],set()
10119,NEGATIVE,chelleeeee__,And y’all think I would go on #TheCircle without catfishing as a white woman!? https://t.co/v0092whLP0,['TheCircle'],set()
10120,POSITIVE,mylifeisaplague,ok 5 minutes in and I'm in love with Yu Ling now #TheCircle,['TheCircle'],{'playertwo'}
10121,NEGATIVE,LunarSnow1,"Also, Yu Ling had a connection/alliance with Crissa so it literally makes no sense for them to block her #TheCircle",['TheCircle'],"{'playertwo', 'playerthr'}"
10122,NEGATIVE,LunarSnow1,Why tf would Yu Ling &amp; Alyssa find out Carol has been lying &amp; not block her? Instead they blocked Crissa &amp; want us to think it wasn’t racist. TUH! #TheCircle,['TheCircle'],"{'playertwo', 'playerf', 'playerfour', 'playerthr'}"
10123,POSITIVE,lauren14685749,"I fucking love Yu Ling, can we please be best friends?!? #TheCircle #thecircleseason4","['TheCircle', 'thecircleseason4']",{'playertwo'}
10124,POSITIVE,sweettarts8,@NikkiGlaser my bestie showing up on #TheCircle! Awesome!,['TheCircle'],set()
10125,NEGATIVE,ArlissLux,"#TheCircle:

this season isn't giving...",['TheCircle'],set()
10126,NEGATIVE,mylifeisaplague,I'm 2 minutes and 48 seconds into #TheCircle and already in love with Frank. Let's hope he doesn't ruin it. 🤞 I canceled #Netflix so this will be the last thing I watch.,"['TheCircle', 'Netflix']",set()
10127,NEGATIVE,AdoreMy_Essence,Everyone who leaves The Circle says the same thing. “Watch out because there are a still a few catfishes amongst you all. Bye!” Knowing good and well ppl are gonna think that whoever they visted was a catfish. Now they think Alyssa is a catfish 🙄 #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",{'playerf'}
10128,POSITIVE,eclarim_,"I’m watching #TheCircle and Crissa is so beautiful that the camera is zoomed into her face in the most intense way I’ve ever seen, she’s literally poreless 😂",['TheCircle'],{'playerthr'}
10129,NEGATIVE,Trace_Clark,Where’s the #TheCircle Twitter at?,['TheCircle'],set()
10130,NEGATIVE,amandaa_14,I need those palm lamps in Rachel's room!! @CircleNetflix #TheCircle,['TheCircle'],set()
10131,POSITIVE,KyleOK111,"This is the year of safety chains in reality tv. We had Celebrity Big Brother 3, BBCAN10, and now The Circle. Love  it 😂 #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",set()
10132,NEGATIVE,themadisn,wtf were they thinking😭😭 #TheCircle,['TheCircle'],set()
10133,NEGATIVE,BeeAnnaNicholle,I done called them girl the wrong name. Parker not Alyssa #TheCircle,['TheCircle'],"{'playerf', 'playereight'}"
10134,POSITIVE,always_kirstie,"I just met Rachel on #TheCircle 
I have decided we are destined to become BFFs.
#thecircleseason4 
#TheCircleNetflix","['TheCircle', 'thecircleseason4', 'TheCircleNetflix']",set()
10135,NEGATIVE,s_cash242,I am really bothered by the fact that they all know Carol’s profile is a catfish but have not blocked. Like what? This person literally lying about who they are and you know it. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
10136,POSITIVE,DCFresh,I love that there was a Black Men unite moment on #TheCircle 👏🏽✊🏾,['TheCircle'],set()
10137,NEGATIVE,TVHotTake,"I mean, Daleesa already won. I don’t really need the real Trevor. Give another family a chance to win the money. 🥴💁🏼‍♀️ #TheCircle #TheCircleNetflix #thecircleseason4","['TheCircle', 'TheCircleNetflix', 'thecircleseason4']",set()
10138,NEGATIVE,s_cash242,Alex is an idiot! I was going to save Alyssa because Bru is definitely gonna save old catfish Momma Carol (John)  #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']","{'playerf', 'playersix', 'playerten', 'playerfour'}"
10139,NEGATIVE,afas_dalv,What was crissas roast in #TheCircle LMFAO,['TheCircle'],set()
10140,POSITIVE,loyalmaster84,"Momma Carol a hoot
Frank my guy
I love Yu-Ling
Bru my guy lowkey 
Alyssa def playing the game
(top 5 choices so far)
#TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']","{'playeron', 'playerf', 'playerfour', 'playersix'}"
10141,NEGATIVE,Jalen_Oud,That roast gave me second-hand embarrassment #TheCircle https://t.co/RjhMIZST20,['TheCircle'],set()
10142,NEGATIVE,aleishanokeyz,#TheCircle has been giving anti black for seasonsss but the most pressed ever is still…. https://t.co/dehVtkKoxv,['TheCircle'],set()
10143,POSITIVE,FellatioAlger,Trevor being part of #TheCircle is just crazy.,['TheCircle'],set()
10144,NEGATIVE,TinyBoxTink,"THAT IS SUCH BULLSHIT. HOW ARE THEY GONNA BLOCK PEOPLE THEY DON'T KNOW?

#TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",set()
10145,NEGATIVE,monalisasworld,"So y’all couldn’t find new players and brought the real Trevor on? Look I’d understand, if deleesa hadn’t won, but this feels unfair like wtf? Also all these already famous ppl? I miss when #TheCircle gave chances to more of us regular people 😩",['TheCircle'],set()
10146,POSITIVE,thej_schro,Hot circle players in your area 🤣 Literally ☠️ #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",set()
10147,NEGATIVE,FellatioAlger,Eversen. These gums. #thecircle,['thecircle'],set()
10148,NEGATIVE,MMediMedia,Netflix’s “The Circle”Season 2 Winner DeLeesa Throws Shade At Terilisha Over Speaking About Trevor #TheCircleNetflix #TheCircle #thecircleseason4 #TheCircle4 https://t.co/PaY4MagzuB,"['TheCircleNetflix', 'TheCircle', 'thecircleseason4', 'TheCircle4']",set()
10149,NEGATIVE,TinyBoxTink,ALEX JUST FUCKING LIES? JUST FUCKING LIES? FUCK YOU ALEX. #TheCircleNetflix #TheCircle #Dumbass,"['TheCircleNetflix', 'TheCircle', 'Dumbass']",{'playerten'}
10150,POSITIVE,lovelotssabrina,#TheCircle ‘s @joey_sasso reminds me so much of #Joey in #FRIENDS! Such a loyal friend. 😍 @Matt_LeBlanc,"['TheCircle', 'Joey', 'FRIENDS']",set()
10151,POSITIVE,TinyBoxTink,"See Bru's got the idea: SO WHAT if Carol is a catfish, just means they're playing the game BETTER THAN YOU. 

#TheCircle 
#TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playerfour'}
10152,NEGATIVE,BeeAnnaNicholle,-;*I’m glad Alyssa aka Paul was blocked. The girl is a ditz #TheCircle,['TheCircle'],"{'playerf', 'playereight', 'playerseven'}"
10153,NEGATIVE,egg77533369,The way Nathan started that message off with “Yo” to Crissa #TheCircle #TheCircleNetflix https://t.co/xxkXmmsOEF,"['TheCircle', 'TheCircleNetflix']","{'playerten', 'playerthr'}"
10154,POSITIVE,aleishanokeyz,#TheCircle got all my faves in the  clear right now 🤞🏾I hope the get rid of “Carol” finally 😂,['TheCircle'],{'playerfour'}
10155,NEGATIVE,Jalen_Oud,Why tf is Trevor in the circle tho? Are you that greedy you can’t let someone else win 100k! 🙄 #TheCircle,['TheCircle'],set()
10156,POSITIVE,brentitude,"@Louisiana_Cat I want him to win. 

#TeamFrank #TheCircle","['TeamFrank', 'TheCircle']",set()
10157,POSITIVE,kevin_kiugi,"Nice to bingewatch this series 
#TheCircle https://t.co/EUtuB9Ap93",['TheCircle'],set()
10158,NEGATIVE,LilySkye,I need to know why Frank has an Irvine shirt. 😂 #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",{'playeron'}
10159,POSITIVE,pixelbabe3,"With that Roast , Rachel just became my favorite player #TheCircleNetflix #TheCircle","['TheCircleNetflix', 'TheCircle']",set()
10160,NEGATIVE,TinyBoxTink,"Any time anyone mentions bad thing about #MamaCarol. (@_johnfranklin_) #TheCircle
#TheCircleNetflix

Me: https://t.co/FReALACBSS","['MamaCarol', 'TheCircle', 'TheCircleNetflix']",set()
10161,NEGATIVE,dracoskiska,We need to talk about #TheCircle because I have to scream about it,['TheCircle'],set()
10162,NEGATIVE,KungFuKxnny,lock Alyssa up for blocking Crissa. She YSL too #TheCircle https://t.co/DVxXyRv4k8,['TheCircle'],{'playerf'}
10163,POSITIVE,itsjus_mac,This make up look Yu Ling did in episode 6 is 🔥 #TheCircle,['TheCircle'],{'playertwo'}
10164,NEGATIVE,MusicEternal1,"Music Video:
The Circle by Matt Steady

https://t.co/jjeTuRwjGC

#Musiceternal #MattSteady #TheCircle #Closer #RockMusic #FolkRock #BluesRock #UnitedKingdom https://t.co/6OYiXsqTz8","['Musiceternal', 'MattSteady', 'TheCircle', 'Closer', 'RockMusic', 'FolkRock', 'BluesRock', 'UnitedKingdom']",set()
10165,POSITIVE,paigeymac,"LISTEN Yu Ling and Crissa are just so fucking cool, I wanna be their best friends 😂 Crissa’s brows are the best I’ve ever seen and Yu Ling’s vibe is just the best #TheCircle",['TheCircle'],"{'playertwo', 'playerthr'}"
10166,POSITIVE,PettyjBlige,"If I was playing with the spice girls everyone would’ve thought I was them cuz I would’ve known all those answers, talked about how I had the lollipops with the stickers.. I watch their movie 5x a day when I was a kid..etc I love them lol #thecirclenetflix #thecircle","['thecirclenetflix', 'thecircle']",{'playereight'}
10167,POSITIVE,jaybunzy0,Yu Lings was one of my faves but the way she’s putting all her anger at letting Alyssa talk her into voting Crissa out on Mama Carol… wow. She said she had a mean girl side - it’s showing. John’s not being cut throat. He’s playing a game but not at anyones expense. #TheCircle,['TheCircle'],"{'playerf', 'playerthr', 'playerfour', 'playertwo', 'playereight'}"
10168,NEGATIVE,_bigsludge_,Yu Ling’s makeup on #TheCircle be like https://t.co/TNvahE9O3N,['TheCircle'],{'playertwo'}
10169,NEGATIVE,egg77533369,Alyssa you had no reason to come for Crissa just know #TheCircle #TheCircleNetflix https://t.co/lhU2SCcGd1,"['TheCircle', 'TheCircleNetflix']","{'playerf', 'playerthr'}"
10170,NEGATIVE,chelleeeee__,Notice how they didn’t show Crissa or Frank when they showed that comedian Nikki. #TheCircle https://t.co/0KipMFT3MZ,['TheCircle'],"{'playeron', 'playerthr'}"
10171,NEGATIVE,Louisiana_Cat,"Have watched all four seasons of #TheCircle, and I have never seen a typo in any of those chats. Props to the people behind the scenes typing. 
#TheCircle4 #TheCircleNetflix https://t.co/zRSpEB29Ax","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",set()
10172,POSITIVE,_smiLYN_,I LOVE Frank #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",{'playeron'}
10173,POSITIVE,TEMLeMAY,"This season of #TheCircle is the best one yet, by far!
#TheCircle #TheCircleNetflix #TheCircleSeason4 #PutMeOnThatBitchNextSeason https://t.co/LpWnkPUpDJ","['TheCircle', 'TheCircle', 'TheCircleNetflix', 'TheCircleSeason4', 'PutMeOnThatBitchNextSeason']",set()
10174,POSITIVE,bellarazzi,The players in this season of #TheCircle are really likeable ngl,['TheCircle'],set()
10175,NEGATIVE,TinyBoxTink,"Anyone who apologized for not going to the Under The Sea party: Yeah so that's why you DIDN'T go. 🙄🙄🙄

At least Imani had the balls to call them out!  

#FakeAsMyNails
#TheCircleNetflix 
#TheCircle","['FakeAsMyNails', 'TheCircleNetflix', 'TheCircle']",set()
10176,NEGATIVE,megmellowww,"What's the story here with Alyssa, Lance Bass, and is that his Circle alumni catfish?🧐 (Yes, I took a deep dive into her ig 😳) #TheCircle #TheCircleNetflix https://t.co/vsa4Fb6ZgA","['TheCircle', 'TheCircleNetflix']",set()
10177,NEGATIVE,Angelpeach06,"""This is some shitty shit"" -Frank
#TheCircleNetflix #TheCircle 
#TheCircleUSA #Netflix","['TheCircleNetflix', 'TheCircle', 'TheCircleUSA', 'Netflix']",set()
10178,POSITIVE,thecupcakexo,I want frank or yu ling to win. They’ve both been themselves and have great energy (yu ling needs to stand up for herself tho #crissa) #thecircle,"['crissa', 'thecircle']","{'playertwo', 'playeron'}"
10179,NEGATIVE,BigReidRadio,"Not y’all tweeting spoilers from #TheCircle before I can get home and watch it.. 

Can we get a 24/48 hour window? Lol.. WATCH! 🤣",['TheCircle'],set()
10180,NEGATIVE,TinyBoxTink,"Legit any time ""Nathan"" opens his mouth I want to smack his stupid ass. Please tell me I'm not alone. #TheCircle #TheCircleNetflix #PretendingToBeADouche #IfPretendingMeansActually","['TheCircle', 'TheCircleNetflix', 'PretendingToBeADouche', 'IfPretendingMeansActually']",set()
10181,NEGATIVE,lovelotssabrina,"I don’t know how to feel about @SeaburnWilliam1, tbh. #TheCircle",['TheCircle'],set()
10182,POSITIVE,AuntieJafo,"#TheCircle e.5
I'll tell ya what I want, what I really really want... more of the Spice Girls
Thank you, MelB &amp;  Emma!  
Your enthusiasm for the game upped our level of enjoyment",['TheCircle'],{'playereight'}
10183,POSITIVE,FrowningCobra,"If anyone wants to chat about S4 of #TheCircle, tweet at ya girl. 

The Spice Girls? CUTE!
Yu Ling? CUTER 😍",['TheCircle'],"{'playertwo', 'playereight'}"
10184,NEGATIVE,jennmoreno__,Spice Girls!?! #TheCircle https://t.co/mkiyML9ElD,['TheCircle'],{'playereight'}
10185,NEGATIVE,Quiet_Spheres,absolutely hate that i have to listen to these people say my name right now 😫😫😫 gods make it stop PLEASE #thecircle https://t.co/fb1Q2QDfhc,['thecircle'],set()
10186,NEGATIVE,Unicorn___Bae,Is anyone else upset with the random Spice Girls addition to #TheCircle? Like… you’re already famous so of course I’m not rooting for you,['TheCircle'],{'playereight'}
10187,NEGATIVE,01Loveisland,I loved Yu-Ling at the beginning and now I’m out here struggling since she doesn’t trust my boy @BruOnTheRadio 😭😭😭😭 how frustrating #TheCircleNetflix #thecircle https://t.co/JecuZZ51zt,"['TheCircleNetflix', 'thecircle']",set()
10188,NEGATIVE,Louisiana_Cat,"So far, no one who has been added late to the game has ever won the circle. Late comers are at a real disadvantage. 
#TheCircle #TheCircle4
#TheCircleNetflix https://t.co/tdAJSOYc1y","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",set()
10189,NEGATIVE,thecelebreport,The Circle season 4: Who is in the cast? ⭕ #thecircle #thefirst https://t.co/toNmAx1Rs9,"['thecircle', 'thefirst']",set()
10190,POSITIVE,tobyherman27,Message. Shout out to Rachel who has spelled out DAYENU on her light board. Heart emoji. Smiley face emoji. Send. #TheCircle https://t.co/VQ9wUIiD8T,['TheCircle'],set()
10191,NEGATIVE,_wondERIN,"The way #TheCircle be leaving me with these cliffhangers,.. is INSANEEEEE . Why you doing this me🥴🥴😭",['TheCircle'],set()
10192,POSITIVE,Maddie_Jones515,Yu Ling deserved to meet the Spice Girls 🥲 #TheCircle,['TheCircle'],"{'playertwo', 'playereight'}"
10193,NEGATIVE,Louisiana_Cat,"I hate that Crissa was blocked. Yu Ling was #1, and let Alyssa drive the decision! Yu Ling put Crissa’s blocking on Alyssa. Yu Ling should’ve had Crissa’s back! They should’ve blocked Johnny/Momma Carol! 
#TheCircle #TheCircle4 
#TheCircleNetflix https://t.co/cLLLKDjnGF","['1', 'TheCircle', 'TheCircle4', 'TheCircleNetflix']","{'playertwo', 'playerf', 'playerthr'}"
10194,NEGATIVE,HYPIN_ENHYPEN,@Kathy_b31 I’ve been thinking Crissa is like a mix between Alicia Keys and Halsey! #TheCircle,['TheCircle'],{'playerthr'}
10195,POSITIVE,fabflawless,I started watching #TheCircle earlier. I like Frank so far.,['TheCircle'],{'playeron'}
10196,POSITIVE,mismatchedmich,why has Mel B and Emma talking to Alyssa and asking her about her work as an assistant to a sex coach and talking about sex education and positivity and feminism literally got me crying rn this is SO WHOLESOME #TheCircle #thecircleseason4 #TheCircleNetflix,"['TheCircle', 'thecircleseason4', 'TheCircleNetflix']","{'playerf', 'playereight'}"
